Date,Day,Name of place,Location (approximate),Details,Source url,Image url,Icon 1,lon,lat,
18/11/2012,Sunday,Nasser Street,"31.5119, 34.4467","An Israeli bomb pummeled a home deep into the ground here Sunday afternoon, killing 11 people, including nine in three generations of a single family, in the deadliest single strike since the cross-border conflict between Israel and the militant faction Hamas escalated Wednesday",Wires,http://static.guim.co.uk/sys-images/Guardian/Pix/audio/video/2012/11/19/1353317620517/Gaza-residents-search-thr-010.jpg,placemark_circle_highlight,31.5119,34.4467,
18/11/2012,Sunday,Ashkelon,"31.6668, 34.5608","Rocket strikes house in Ashkelon, causing severe damage to building; no immediate word of injuries",http://www.haaretz.com/news/diplomacy-defense/live-blog-day-5-of-israel-s-gaza-offensive-1.478624,,placemark_circle_highlight,31.6668,34.5608,
15/11/2012,Thursday,Ofakim,"31.3134, 34.6230
","Overnight, rocket hits school in Ofakim, causing damage to a building; none wounded",http://www.haaretz.com/news/diplomacy-defense/live-blog-rockets-strike-tel-aviv-area-three-israelis-killed-in-attack-on-south-1.477960,,placemark_circle_highlight,31.3134,34623,
15/11/2012,Thursday,Ashdod,"31.8105, 34.653
",Iron Dome intercepts four rockets fired toward Ashdod, shrapnel lands in the city,http://www.haaretz.com/news/diplomacy-defense/live-blog-rockets-strike-tel-aviv-area-three-israelis-killed-in-attack-on-south-1.477960,,placemark_circle_highlight,31.8105,34653
19/11/2012,Monday,Eilat,"29.573, 34.951
","Ma'an, the Palestinian news agency, reports that the blast in Eilat, right on the south-eastern tip of Israel, this morning, was caused by militants in the Egyptian territory of Sinai ""who detonated an explosive device near Israeli workers installing [a] border fence"".",http://www.guardian.co.uk/world/middle-east-live/2012/nov/19/israel-gaza-hamas-rocket-fire-idf-bombing,,placemark_circle_highlight,29573,34951,
19/11/2012,Monday,Shurooq media building,"31.520663, 34.442988
","At least one person has been killed in an attack on the Shurooq media building in Gaza City, al Jazeera is reporting. The Palestinian militant group Islamic Jihad has confirmed that one of its top leaders was killed in the strike.",http://www.guardian.co.uk/world/middle-east-live/2012/nov/19/israel-gaza-hamas-rocket-fire-idf-bombing,http://i.huffpost.com/gen/871953/thumbs/r-ISRAEL-MEDIA-large570.jpg?6,placemark_circle_highlight,31.520663,34.442988,
19/11/2012,Monday,Be'er Sheva,"31.2604, 34.791",Rocket fired at Gan Yavneh. Iron Dome intercepts rocket above Be'er Sheva. No injuries or damages are reported,http://www.haaretz.com/news/diplomacy-defense/top-egyptian-official-to-haaretz-we-are-very-close-to-cease-fire-deal-1.478922,,placemark_circle_highlight,31.2604,34791,
18/11/2012,Sunday,Sha'ar Hanegev,"31.5213, 34.5918",Five rockets land in Sha'ar Hanegev, Israeli seriously wounded,http://www.haaretz.com/news/diplomacy-defense/live-blog-day-5-of-israel-s-gaza-offensive-1.478624,,placemark_circle_highlight,31.5213,34.5918
11/19/12,Monday,Rafah,"31.2871, 34.2547 ","Sabha al-Hashash, 60, was killed and three others wounded when warplanes struck the home of Mahmoud al-Hashash in Rafah. The wounded were taken to hospital with moderate injuries. ",http://www.maannews.net/eng/ViewDetails.aspx?ID=539339,,placemark_circle_highlight,31.2871,34.2547,
15/11/2012,Thursday,Be'er Sheva,"31.2592, 34.790
",15 Rockets fired at Be'er Sheva,http://www.haaretz.com/news/diplomacy-defense/live-blog-rockets-strike-tel-aviv-area-three-israelis-killed-in-attack-on-south-1.477960,,placemark_circle_highlight,31.2592,34.79,
15/11/2012,Thursday,Be'er Sheva,"31.2592, 34.790
","Two rockets fired towards Be'er Sheva, no casualties reported",http://www.haaretz.com/news/diplomacy-defense/live-blog-rockets-strike-tel-aviv-area-three-israelis-killed-in-attack-on-south-1.477960,,placemark_circle_highlight,31.2592,34.79,
15/11/2012,Thursday,Ashkelon area,"31.6712, 34.560
",a rocket struck a factory in the Ashkelon area,http://www.haaretz.com/news/diplomacy-defense/live-blog-rockets-strike-tel-aviv-area-three-israelis-killed-in-attack-on-south-1.477960,,placemark_circle_highlight,31.6712,34.56,
19/11/2012,Monday,Western Negev,"30.754, 34.88
",Four rockets fired from Gaza land in open spaces in the western Negev. No wounded or property damage reported,http://www.haaretz.com/news/diplomacy-defense/live-blog-rocket-barrage-strikes-israel-gaza-death-toll-reaches-95-1.478922,,placemark_circle_highlight,30754,34.88,
19/11/2012,Monday,Sderot,"31.5244, 34.5952
",Rocket strikes open area in Sderot,http://www.haaretz.com/news/diplomacy-defense/top-egyptian-official-to-haaretz-we-are-very-close-to-cease-fire-deal-1.478922,,placemark_circle_highlight,31.5244,34.5952,
18/11/2012,Sunday,Be'er Sheva,"31.2554, 34.771",Rocket hits home in Be'er Sheva,http://www.haaretz.com/news/diplomacy-defense/live-blog-day-5-of-israel-s-gaza-offensive-1.478624,,placemark_circle_highlight,31.2554,34771,
11/19/12,Monday,Sdot Negev,"31.4184, 34.543",Rocket hits,http://www.haaretz.com/news/diplomacy-defense/rocket-fire-on-south-resumes-idf-gaza-death-toll-reaches-95-1.478922,,placemark_circle_highlight,31.4184,34543,
15/11/2012,Thursday,Shaar Hanegev Regional Council,"31.51608, 34.59511
",Two rockets explode in open land in Shaar Hanegev Regional Council,http://www.haaretz.com/news/diplomacy-defense/live-blog-rockets-strike-tel-aviv-area-three-israelis-killed-in-attack-on-south-1.477960,,placemark_circle_highlight,31.51608,34.59511,
15/11/2012,Thursday,Khan Younis,"31.377, 34.296","IDF kills motorcyclist in Khan Younis, Gaza",http://www.haaretz.com/news/diplomacy-defense/live-blog-rockets-strike-tel-aviv-area-three-israelis-killed-in-attack-on-south-1.477960,,placemark_circle_highlight,31377,34296,
11/19/12,Monday,Ashkelon,"31.6680, 34.5799",Missile explodes near school,"http://www.ynetnews.com/articles/0,7340,L-4308122,00.html",http://www.ynetnews.com/PicServer3/2012/11/19/4281721/2012-11-19-11.11.45_wa.jpg,placemark_circle_highlight,31668,34.5799,
11/19/12,Monday,Deir al-Balah,"31.418994, 34.351603",Three killed in a strike on a civilian car,"http://www.ynetnews.com/articles/0,7340,L-4308122,00.html",http://www.ynetnews.com/PicServer3/2012/11/19/4281202/REUTERS0GZA01_PALESTINIANS-ISRAEL-_1119_11402825_wa.jpg,placemark_circle_highlight,31.418994,34.351603,
11/19/12,Monday,Rafah,"31.3085, 34.2406 ","Airstrike hit an area in the north of Rafah, killing Ahmad Hussein Agha and Saif al-Sadiq and injuring one other person",http://www.maannews.net/eng/ViewDetails.aspx?ID=539339,,placemark_circle_highlight,31.3085,34.2406,
15/11/2012,Thursday,Ashdod,"31.8116, 34.655
","Two rockets fired toward Ashdod; Iron Dome intercepts one of them, and the other explodes in open land; none wounded and no damage reported",http://www.haaretz.com/news/diplomacy-defense/live-blog-rockets-strike-tel-aviv-area-three-israelis-killed-in-attack-on-south-1.477960,,placemark_circle_highlight,31.8116,34655,
15/11/2012,Thursday,Eshkol Regional Council,"31.228, 34.468","10 rockets fired toward Eshkol Regional Council, which explode on open land; rocket explodes in open land in a community, none wounded, no damage reported",http://www.haaretz.com/news/diplomacy-defense/live-blog-rockets-strike-tel-aviv-area-three-israelis-killed-in-attack-on-south-1.477960,,placemark_circle_highlight,31228,34468,
15/11/2012,Thursday,Eshkol Regional Council,"31.232, 34.464
",4 rockets explode in Eshkol Regional Council,http://www.haaretz.com/news/diplomacy-defense/live-blog-rockets-strike-tel-aviv-area-three-israelis-killed-in-attack-on-south-1.477960,,placemark_circle_highlight,31232,34464,
15/11/2012,Thursday,Sderot ,"31.232, 34.464
",Rocket launched by Gaza militates strike house in Sderot ,http://www.haaretz.com/news/diplomacy-defense/live-blog-rockets-strike-tel-aviv-area-three-israelis-killed-in-attack-on-south-1.477960,,placemark_circle_highlight,31232,34464,
19/11/2012,Monday,Ashkelon,"31.6733, 34.560
",The IDF report that a rocket has hit a house in Ashkelon ,http://www.guardian.co.uk/world/middle-east-live/2012/nov/19/israel-gaza-hamas-rocket-fire-idf-bombing,,placemark_circle_highlight,31.6733,34.56,
15/11/2012,Thursday,Kiryat Malakhi,"31.7320, 34.7473
",Three killed in Kiryat Malakhi after succumbing to their wounds from direct rocket fire on family home. Baby girl moderately wounded.,http://www.haaretz.com/news/diplomacy-defense/live-blog-rockets-strike-tel-aviv-area-three-israelis-killed-in-attack-on-south-1.477960,,placemark_circle_highlight,31732,34.7473,
19/11/2012,Monday,Rafat,"32.0794, 35.0453
","Palestinian protesters cut a section of Israel's separation barrier in the West Bank village of Rafat, near Ramallah, during a protest against Israel's operation in the Gaza Strip ",http://www.guardian.co.uk/world/gallery/2012/nov/19/gaza-israel-strikes-in-pictures#/?picture=399642042&index=18,http://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2012/11/19/1353331535411/Palestinian-protesters-cu-008.jpg,placemark_circle_highlight,32.0794,35.0453,
19/11/2012,Monday,Dir Balah,"31.4222, 34.3506",Three Palestinians killed by IDF in Dir Balah,http://www.haaretz.com/news/diplomacy-defense/live-blog-rocket-barrage-strikes-israel-gaza-death-toll-reaches-95-1.478922,,placemark_circle_highlight,31.4222,34.3506,
19/11/2012,Monday,Ashkelon,"31.6724, 34.559
","Four rockets are fired at Ashkelon, three of them are intercepted by Iron Dome, while the other explodes in the city and damages a building. No casualties are reported. ",http://www.haaretz.com/news/diplomacy-defense/top-egyptian-official-to-haaretz-we-are-very-close-to-cease-fire-deal-1.478922,,placemark_circle_highlight,31.6724,34559,
18/11/2012,Sunday,Nablus,"32.2263, 35.2612
","Palestinians throw rocks at Israeli soldiers in the West Bank on Sunday as part of a protest against Israeli air strikes on Gaza. In the city of Nablus, soldiers responded by firing tear gas and arresting some Palestinians.",http://www.guardian.co.uk/world/video/2012/nov/19/palestinians-israeli-west-bank-video,,placemark_circle_highlight,32.2263,35.2612,
16/11/2012,Friday,Gush Etzion,"31.657778, 35.120833",A rocket fell near the settlement bloc of Gush Etzion causing no damage or injuries,http://www.timesofisrael.com/rocket-lands-south-of-jerusalem-no-injuries-or-damage/,,placemark_circle_highlight,31.657778,35.120833,
19/11/2012,Monday,Khan Younis,"31.3522, 34.3000",Two Palestinians killed in IAF bombing in Khan Younis. Palestinian sources report that the victims were civilians. The intended target was apparently two men riding a motorcycle nearby,http://www.haaretz.com/news/diplomacy-defense/top-egyptian-official-to-haaretz-we-are-very-close-to-cease-fire-deal-1.478922,,placemark_circle_highlight,31.3522,34.3,
20/11/2012,Tuesday,Open area near Bethllehem,"31.7069, 35.2026
","According to reports, two rockets landed in an open area near the Palestinian city of Bethlehem",http://www.timesofisrael.com/rocket-lands-south-of-jerusalem-no-injuries-or-damage/,,placemark_circle_highlight,31.7069,35.2026,
11/21/12,Wednesday,Tel Aviv,"32.07677, 34.78774","A bomb exploded on a bus in central Tel Aviv on Wednesday, wounding at least 20 people in what officials said was a terrorist attack. The blast shattered windows on the bus, which was driving along a tree-lined street next to Israel's huge defense ministry complex",http://www.maannews.net/eng/ViewDetails.aspx?ID=540560,http://www.maannews.net/images/345x230/195740_345x230.jpg,placemark_circle_highlight,32.07677,34.78774,
11/21/12,Wednesday,Eshkol Regional Council,"31.219, 34.456 ",Two rockets explode in Eshkol Regional Council. No injuries or damage reported,http://www.haaretz.com/news/diplomacy-defense/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350,,placemark_circle_highlight,31219,34456,
20/11/2012,Tuesday,Eshkol,"31.206764,34.464279","Four rockets fired at Eshkol Regional Council, according to IDF. There were no reported casualties.",http://www.haaretz.com/news/diplomacy-defense/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350,,placemark_circle_highlight,31.206764,34.464279,
20/11/2012,Tuesday,Ofakim,"31.311115,34.622698",Rocket fired at Ofakim. No casualties or damage reported.,http://www.haaretz.com/news/israel-gaza-conflict-2012/news/live-blog-day-7-of-israel-gaza-conflict-2012-1.479123,,placemark_circle_highlight,31.311115,34.622698,
21/11/2012,Wednesday,Eshkol Regional Council,"31.245682, 34.413300",Two rockets land in open ground by Eshkol Regional Council.,www.haaretz.com/news/diplomacy-defense/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350,,placemark_circle_highlight,31.245682,34.4133,
11/21/12,Wednesday,"Yarmouk Stadium, Gaza city","31.51517, 34.45583 ","Israeli strikes on Yarmouk stadium in Gaza City, reports of multiple deaths and injuries",http://www.haaretz.com/news/diplomacy-defense/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350,,placemark_circle_highlight,31.51517,34.45583,
11/21/12,Wedneday,Central Gaza,"31.397, 34.362 ","In central Gaza, Israeli airstrikes destroyed the home of Issam al-Dailies, a personal adviser to Gaza Prime Minister Ismail Haniyeh",http://www.maannews.net/eng/ViewDetails.aspx?ID=540588,,placemark_circle_highlight,31397,34362,
11/21/12,Wednesday,Khan Younis police station,"31.35230, 34.29816 ",Police station destroyed,http://www.maannews.net/eng/ViewDetails.aspx?ID=540588,,placemark_circle_highlight,31.3523,34.29816,
11/21/12,Wednesday,Hof Ashkelon,"31.6263, 34.6128 ",Two rockets strike open areas in Hof Ashkelon,http://www.haaretz.com/news/diplomacy-defense/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350,,placemark_circle_highlight,31.6263,34.6128,
21/11/2012,Wednesday,Eshkol Regional Council,"31.209278,34.46743",Two rockets fired at Eshkol Regional Council land in open areas with no casualties or damage reported.,http://www.haaretz.com/news/diplomacy-defense/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350,,placemark_circle_highlight,31.209278,34.46743,
11/21/12,Wednesday,Be'er Tuvia,"31.7361, 34.7260",Woman lightly wounded from shrapnel after rocket attack,http://www.haaretz.com/news/diplomacy-defense/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350,,placemark_circle_highlight,31.7361,34726,
21/11/2012,Wednesday,al-Mughraqa,"31.469521,34.416039",Two men - Rami Ubeid and Mahmoud Abu Uteiwi - found dead amid the rubble at al-Mughraqa,http://www.maannews.net/eng/ViewDetails.aspx?ID=540391,,placemark_circle_highlight,31.469521,34.416039,
11/21/12,Wednesday,Nuseirat Refugee Camp,"31.447656, 34.392875",Four killed in airstrikes on Beit Hanoun and Nuseirat refugee camp,http://www.maannews.net/eng/ViewDetails.aspx?ID=540391,,placemark_circle_highlight,31.447656,34.392875,
11/21/12,Wednesday,Jabaliya,"31.5377, 34.4980 ",Abdullah Asaliyeh was killed and three people were injured in an airstrike near Al-Shaee Mosque,http://www.maannews.net/eng/ViewDetails.aspx?ID=540588,,placemark_circle_highlight,31.5377,34498,
11/21/12,Wednesday,Rafah,"31.30326, 34.32024 ","Israel bombed the al-Karama security compound, west of Rafah",http://www.maannews.net/eng/ViewDetails.aspx?ID=540411,,placemark_circle_highlight,31.30326,34.32024,
21/11/2012,Wednesday,Huwara,"32.151054,35.258596",Clashes reported at the Huwara checkpoint,http://www.maannews.net/eng/ViewDetails.aspx?ID=540391,,placemark_circle_highlight,32.151054,35.258596,
21/11/2012,Wednesday,Rafah,"31.289994,34.249821",Two men killed in an airstrike on a motorbike in Rafah.,http://www.maannews.net/eng/ViewDetails.aspx?ID=540391,,placemark_circle_highlight,31.289994,34.249821,
11/21/12,Wednesday,West Gaza city,"31.5165, 34.481 ","Two killed in airstrike near al-Khanzandar gas station, identified as Mohammad al-Shqar, 22, and 13-year-old Mahmoud Abu Khusa",http://www.maannews.net/eng/ViewDetails.aspx?ID=540391,,placemark_circle_highlight,31.5165,34481,
11/21/12,Wednesday,"Khan Younis, Absar area","31.34220, 34.31097 ","Two killed in airstrike on Khan Younis: Ibrahim Abu Nasr, 80, and his daughter Ameera. Grandson injured in attack",http://www.maannews.net/eng/ViewDetails.aspx?ID=540391,,placemark_circle_highlight,31.3422,34.31097,
21/11/2012,Wednesday,Sabra Neighbourhood,"31.50802,34.449677","Muhammad Bakr, 27, dies from wounds sustained in the Sabra neighbourhood of Gaza City two days ago.",http://www.maannews.net/eng/ViewDetails.aspx?ID=540391,,placemark_circle_highlight,31.50802,34.449677,
21/11/2012,Wednesday,Beit Hanoun,"31.537579,34.536695",Four killed in IDF airstrike on Beit Hanoun.,http://www.haaretz.com/news/diplomacy-defense/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350,,placemark_circle_highlight,31.537579,34.536695,
11/21/12,,Ofer military base,"31.874, 35.182",Two Palestinians injured by live bullets in clashes with Israeli forces near Ofer military base in Ramallah,http://www.maannews.net/eng/ViewDetails.aspx?ID=540391,,placemark_circle_highlight,31874,35182,
11/21/12,Wednesday,Shujaiyya,"31.496933, 34.468875","Faris Sabtiye, 23, was killed in an airstrike on Shujaiyya in Gaza City",http://www.maannews.net/eng/ViewDetails.aspx?ID=540588,,placemark_circle_highlight,31.496933,34.468875,
,,Abu Khadra government building,"31.51606, 34.44274",Abu Khadra government building in central Gaza City was hit multiple times. The attack also damaged the offices of Al Jazeera and The Associated Press.,http://www.maannews.net/eng/ViewDetails.aspx?ID=540411,http://www.ynetnews.com/PicServer3/2012/11/17/4275391/3_wa.jpg,placemark_circle_highlight,31.51606,34.44274,
11/21/12,Wednesday,Gaza City,"31.52474, 34.44336 ","Child identified as Abdul Rahman Naem, 2-years-old. He was killed when an Israeli airstrike struck a residential tower block in Gaza City",http://www.maannews.net/eng/ViewDetails.aspx?ID=540391,,placemark_circle_highlight,31.52474,34.44336,
11/21/12,Wednesday,Sdot Negev,"31.4269, 34.542",Two rockets explode,http://www.haaretz.com/news/diplomacy-defense/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350,,placemark_circle_highlight,31.4269,34542,
20/11/2012,Tuesday,Islamic National Bank,"31.52002,34.440976","The Islamic National Bank was hit by rocket fire. IDF claim the bank was serving Hamas as a way of circumventing sanctions, and is thought to have been used to pay Hamas employees.",http://worldnews.nbcnews.com/_news/2012/11/20/15293990-israel-targets-gaza-bank-as-diplomats-work-to-negotiate-a-ceasefire?lite,http://msnbcmedia.msn.com/j/MSNBC/Components/Photo/_new/121120-gaza-bank-2a.photoblog600.jpg,placemark_circle_highlight,31.52002,34.440976,
21/11/2012,Wednesday,Eshkol,"31.211774,34.462709",Four IDF soldiers are wounded after a mortar shell hits Eshkol Regional Council. ,http://www.haaretz.com/news/diplomacy-defense/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350,,placemark_circle_highlight,31.211774,34.462709,
21/11/2012,Wednesday,Nuseirat Refugee Camp,"31.448143,34.393358",A four year old is reported to have died from injuries sustained in the earlier airstrike on Nuseirat refugee camp.,http://www.maannews.net/eng/ViewDetails.aspx?ID=540391,,placemark_circle_highlight,31.448143,34.393358,
11/21/12,Wednesday,Bethlehem,"31.7243, 35.2038 ",Clashes reported at Checkpoint 300 between Israeli soldiers and Palestinian youths,http://www.maannews.net/eng/ViewDetails.aspx?ID=540391,,placemark_circle_highlight,31.7243,35.2038,
20/11/2012,Tuesday,Al-Junaynah district,"31.280055,34.261587","Two brothers, Abed Abu Mour, 24, and Khalid Abu Mour, 19, were killed by an Israeli airstrike in the Al-Junaynah district of Rafah. ",http://www.maannews.net/eng/ViewDetails.aspx?ID=539867,,placemark_circle_highlight,31.280055,34.261587,
21/11/2012,Wednesday,Deir al-Balah,"31.419874,34.344921",One man killed by an airstrike on Dayr al-Balah.,http://www.maannews.net/eng/ViewDetails.aspx?ID=540391,,placemark_circle_highlight,31.419874,34.344921,
21/11/2012,Wednesday,Sheikh Radwan neighbourhood,"31.535238,34.465799",One person killed after an airstrike on Gaza City.,http://www.maannews.net/eng/ViewDetails.aspx?ID=540798,,placemark_circle_highlight,31.535238,34.465799,
21/11/2012,Wednesday,Eshkol Regional Council,"31.206341,34.466057",Two rockets fired at Eshkol Regional Council land in open space.,http://www.haaretz.com/news/diplomacy-defense/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350/live-blog-day-8-of-israel-gaza-conflict-2012-1.479350,,placemark_circle_highlight,31.206341,34.466057,
